Document,Question,Answer
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is routine violation one of the contributing factors to this accident?,No.
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is exceptional error one of the contributing factors to this accident?,The inform
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,Yes
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN15FA171_90866_2_2_2025 10_12_48 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No.
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The inform
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is perceptual error one of the contributing factors to this accident?,The inform
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN15FA210_91089_2_2_2025 10_12_40 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,Physical o
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is routine violation one of the contributing factors to this accident?,No
Report_CEN15LA104_90610_2_2_2025 10_12_58 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The inform
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The inform
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The inform
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is routine violation one of the contributing factors to this accident?,No
Report_CEN16FA171_93097_2_2_2025 10_11_59 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, not b"
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN16FA215_93363_2_2_2025 10_11_44 AM.pdf,Is the physiological state one of the contributing factors to this accident?,Yes
